"Időbélyeg"," Mi a kutyája fajtája?","Milyen idős a kutyája?","Milyen színekből áll a kutyája szőre?","Mekkora a kutyája? ","Mekkora a kutyája eledeligénye?","Milyen hosszú a kutyája szőre?","Mennyire göndör a kutyája szőre?","Mennyi ápolást igényel a kutyája?","Milyen gyakran kell a kutyája után a levedlett szőrt eltakarítania?","Mennyi mozgást igényel a kutyája?","Mennyire játékos a kutyája?","Mennyire tanulékony a kutyája? ","Tapasztalatai alapján mennyire alkalmas ez a kutyafajta kisgyermekes családok számára?","Tapasztalatai alapján mennyire alkalmas ez a kutyafajta macskával is rendelkező családok számára?","Milyen gyakran volt egészségügyi problémája a kutyájának?","Mennyire szokott hangos lenni a kutyája?","Mennyire tűri jól a kutyája az egyedüllétet?","Mennyire jellemző a kutyájára, hogy amikor veszélyt érez, megpróbálja megvédeni önt?"
"2024/02/01 7:10:54 de. EET","Rottweiler","Kölyök","fekete;barna;sárgásbarna","4","4","1","1","1","2","3","5","5","5","3","2","1","3","5"
"2024/02/01 7:11:45 de. EET","Bichon","Középkorú","fehér","1","2","3","2","4","1","3","5","5","5","3","2","2","3","4"
"2024/02/01 7:12:25 de. EET","Keverék","Kölyök","barna;sárgásbarna","2","2","2","1","4","3","4","5","4","2","4","2","3","3","3"
"2024/02/01 7:13:04 de. EET","Basset hound","Középkorú","fekete;fehér;barna","5","3","3","2","3","4","4","5","4","5","4","2","3","1","5"
"2024/02/01 7:13:14 de. EET","Német juhászkutya","Kölyök","barna;sárgásbarna","4","4","3","1","1","4","4","4","4","4","3","3","4","4","3"
"2024/02/01 7:13:36 de. EET","Labrador retriever","Kölyök","krémszínű","3","4","3","2","3","4","3","4","4","5","2","2","1","2","5"
"2024/02/01 7:13:36 de. EET","Basset hound","Középkorú","fekete;fehér;barna","3","3","2","1","4","4","3","4","4","5","5","1","2","4","2"
"2024/02/01 7:14:10 de. EET","Francia bulldog","Középkorú","fehér;barna","2","3","1","1","3","5","3","3","5","5","5","2","1","5","3"
"2024/02/01 7:14:32 de. EET","Keverék","Kölyök","vörös","3","2","3","5","3","2","5","5","5","5","2","1","2","4","3"
"2024/02/01 7:14:50 de. EET","Jack Russell terrier","Idős","fehér;barna","2","2","1","1","1","2","5","3","4","5","1","2","2","3","5"
"2024/02/01 7:15:17 de. EET","Shiba Inu","Kölyök","barna;sárgásbarna","2","2","2","1","1","1","5","4","5","5","4","1","1","5","4"
"2024/02/01 7:15:56 de. EET","Dalmata","Kölyök","fekete;fehér","3","3","1","1","1","4","5","5","4","2","1","5","2","3","2"
"2024/02/01 7:16:14 de. EET","Jack Russell terrier","Idős","fekete;fehér;barna","2","2","2","1","2","4","4","4","4","2","1","2","2","3","4"
"2024/02/01 7:16:48 de. EET","Basset hound","Középkorú","fehér;vörös","3","3","3","1","2","5","3","3","4","5","3","2","5","2","4"
"2024/02/01 7:17:07 de. EET","Shiba Inu","Kölyök","vörös","1","1","1","1","2","5","4","5","4","3","5","2","1","5","1"
"2024/02/01 7:17:37 de. EET","Tacskó","Középkorú","fekete","2","3","1","1","1","1","2","2","3","4","3","2","3","4","2"
"2024/02/01 7:18:09 de. EET","Golden retriever","Kölyök","krémszínű","4","3","5","2","3","5","3","5","3","5","5","2","2","3","1"
"2024/02/01 7:18:10 de. EET","Amerikai staffordshire terrier","Középkorú","fekete;fehér","3","3","1","1","1","2","4","4","4","4","4","1","1","2","4"
"2024/02/01 7:21:06 de. EET","Újfundlandi","Kölyök","barna","5","5","5","3","3","5","5","5","5","3","3","3","3","3","4"
"2024/02/01 7:21:51 de. EET","Shiba Inu","Középkorú","fehér;sárgásbarna;vörös","2","3","3","1","4","5","4","4","5","3","3","1","4","4","5"
"2024/02/01 7:22:07 de. EET","Keverék","Középkorú","fekete;barna;sárgásbarna","3","3","4","1","2","5","4","5","4","4","2","1","2","4","4"
"2024/02/01 7:23:10 de. EET","Shiba Inu","Kölyök","barna;sárgásbarna;vörös;krémszínű","3","3","2","1","2","4","5","5","5","3","3","2","1","4","1"
"2024/02/01 7:23:26 de. EET","Jack Russell terrier","Középkorú","fehér","2","2","1","1","1","3","3","5","5","5","5","1","3","4","1"
"2024/02/01 7:24:00 de. EET","Keverék","Középkorú","barna;sárgásbarna;vörös","3","3","1","1","3","3","3","4","4","4","2","1","2","4","5"
"2024/02/01 7:24:10 de. EET","Staffordshire bullterrier","Középkorú","fehér;barna","4","4","1","1","1","2","4","4","3","4","3","3","2","2","5"
"2024/02/01 7:25:07 de. EET","Akita","Kölyök","fehér;sárgásbarna","5","5","3","1","5","5","3","5","4","4","1","3","2","4","5"
"2024/02/01 7:25:35 de. EET","Shiba Inu","Középkorú","fehér;vörös","3","3","3","1","3","5","5","5","5","4","3","2","2","2","3"
"2024/02/01 7:26:01 de. EET","Bullmasztiff","Középkorú","krémszínű","4","2","2","1","2","3","2","2","3","4","4","3","1","2","4"
"2024/02/01 7:26:04 de. EET","Bullterrier","Középkorú","vörös","2","2","1","1","1","2","2","2","2","4","3","2","2","1","2"
"2024/02/01 7:26:23 de. EET","Német juhászkutya","Középkorú","fekete;barna","4","4","3","1","4","4","5","5","5","2","1","3","2","4","5"
"2024/02/01 7:27:14 de. EET","Labrador retriever","Idős","fekete","4","3","2","2","1","3","3","3","3","5","1","2","1","4","5"
"2024/02/01 7:27:27 de. EET","Golden retriever","Középkorú","krémszínű","4","4","4","2","4","5","5","4","4","4","3","1","4","5","3"
"2024/02/01 7:27:29 de. EET","Shiba Inu","Középkorú","fehér;vörös","2","2","1","1","1","3","5","5","4","5","3","1","4","5","1"
"2024/02/01 7:27:56 de. EET","Shiba Inu","Középkorú","fehér;sárgásbarna","3","2","3","1","2","1","4","4","4","1","1","4","1","4","5"
"2024/02/01 7:28:38 de. EET","Shiba Inu","Kölyök","sárgásbarna;vörös;krémszínű","1","1","2","1","5","5","5","5","4","4","4","1","3","4","4"
"2024/02/01 7:29:53 de. EET","Keverék","Középkorú","fekete;fehér","2","3","3","1","4","3","5","4","4","5","5","1","5","2","5"
"2024/02/01 7:30:30 de. EET","Keverék","Középkorú","fekete","3","4","3","1","1","3","4","3","3","3","2","1","4","3","4"
"2024/02/01 7:31:49 de. EET","Amerikai staffordshire terrier","Középkorú","fehér;barna;sárgásbarna","3","4","1","1","2","2","4","5","3","5","4","1","3","5","4"
"2024/02/01 7:31:50 de. EET","Jack Russell terrier","Középkorú","barna","2","2","1","1","1","5","5","5","5","5","5","1","3","1","2"
"2024/02/01 7:32:09 de. EET","Keverék","Középkorú","krémszínű","3","3","3","1","1","4","4","3","4","5","1","5","1","2","3"
"2024/02/01 7:32:23 de. EET","Jack Russell terrier","Kölyök","fehér","2","3","1","1","2","3","5","5","5","5","2","1","5","1","4"
"2024/02/01 7:32:51 de. EET","Újfundlandi","Középkorú","fekete;fehér","5","5","5","5","5","5","3","5","3","5","1","1","2","5","4"
"2024/02/01 7:33:06 de. EET","Keverék","Középkorú","fekete","3","5","5","4","3","1","5","5","4","3","1","2","2","5","5"
"2024/02/01 7:33:11 de. EET","Golden retriever","Középkorú","sárgásbarna","3","3","5","3","2","4","5","3","5","5","5","2","1","5","5"
"2024/02/01 7:33:18 de. EET","Rottweiler","Középkorú","fekete;barna","5","5","3","1","2","3","5","5","5","4","4","3","4","4","5"
"2024/02/01 7:33:46 de. EET","Német juhászkutya","Idős","fekete;fehér;szürke","4","4","4","4","4","5","3","5","5","5","4","2","3","5","5"
"2024/02/01 7:34:19 de. EET","Shiba Inu","Középkorú","barna;sárgásbarna;vörös","2","3","2","1","2","2","3","5","3","5","1","2","1","4","1"
"2024/02/01 7:34:38 de. EET","Keverék","Középkorú","fekete;fehér;szürke","1","2","2","1","5","1","3","3","3","5","5","1","3","5","5"
"2024/02/01 7:36:09 de. EET","Bichon","Idős","fehér","4","4","4","4","5","1","4","4","5","5","5","2","1","3","5"
"2024/02/01 7:36:32 de. EET","Jack Russell terrier","Kölyök","fehér;barna;krémszínű","3","4","3","1","3","5","5","5","5","5","5","2","5","5","5"
"2024/02/01 7:37:55 de. EET","Puli","Középkorú","fekete","3","3","5","1","5","1","3","5","5","5","5","1","3","3","3"
"2024/02/01 7:38:48 de. EET","Shiba Inu","Középkorú","fehér;sárgásbarna;vörös","3","3","3","1","4","3","5","5","5","5","3","1","3","4","5"
"2024/02/01 7:38:55 de. EET","Rottweiler","Középkorú","fekete;barna","4","5","2","1","2","2","4","5","5","3","3","2","3","4","5"
"2024/02/01 7:39:30 de. EET","Bullmasztiff","Középkorú","sárgásbarna","5","5","1","1","2","3","2","3","3","5","5","3","4","5","2"
"2024/02/01 7:40:05 de. EET","Jack Russell terrier","Idős","fekete;fehér;barna","2","3","2","1","2","5","5","4","5","2","2","2","1","5","5"
"2024/02/01 7:40:06 de. EET","Staffordshire bullterrier","Középkorú","fekete;fehér","5","5","1","1","2","5","4","4","5","5","3","3","1","4","3"
"2024/02/01 7:40:14 de. EET","Rottweiler","Idős","fekete;vörös","5","5","3","1","2","3","4","4","5","3","2","2","1","5","5"
"2024/02/01 7:40:20 de. EET","Shiba Inu","Középkorú","sárgásbarna","2","2","3","1","2","5","5","5","4","2","3","4","5","3","3"
"2024/02/01 7:42:08 de. EET","Cocker spániel","Kölyök","fekete;fehér;barna","3","4","2","2","1","3","3","4","4","4","3","3","2","3","2"
"2024/02/01 7:42:14 de. EET","Jack Russell terrier","Középkorú","fehér;barna","2","2","3","2","3","4","5","5","5","2","2","4","2","1","5"
"2024/02/01 7:43:17 de. EET","Vizsla","Középkorú","sárgásbarna","3","3","2","1","2","1","5","3","4","5","5","2","2","3","3"
"2024/02/01 7:43:17 de. EET","Jack Russell terrier","Középkorú","fehér;barna","3","3","4","1","4","5","4","5","4","3","3","2","3","3","4"
"2024/02/01 7:43:37 de. EET","Jack Russell terrier","Középkorú","fehér;barna","2","2","1","1","1","4","5","5","4","5","1","2","3","4","1"
"2024/02/01 7:43:50 de. EET","Dán dog","Kölyök","fekete","5","3","1","1","3","3","5","5","5","5","5","1","1","3","5"
"2024/02/01 7:44:17 de. EET","Shiba Inu","Középkorú","fekete;barna;sárgásbarna;krémszínű","2","3","3","1","2","4","4","5","5","5","3","1","2","4","4"
"2024/02/01 7:44:36 de. EET","Shiba Inu","Középkorú","fehér;sárgásbarna","2","2","1","1","3","3","3","4","4","2","3","1","3","5","2"
"2024/02/01 7:44:56 de. EET","Shiba Inu","Középkorú","fehér;barna;sárgásbarna;krémszínű","3","3","2","1","2","2","4","5","4","4","4","1","2","1","2"
"2024/02/01 7:44:56 de. EET","Dán dog","Idős","fekete","5","3","1","1","3","3","4","5","5","5","5","2","1","3","5"
"2024/02/01 7:45:14 de. EET","Ausztrál juhászkutya","Középkorú","fehér;barna;vörös;krémszínű","4","3","4","3","2","3","5","5","5","5","5","1","4","2","5"
"2024/02/01 7:45:21 de. EET","Jack Russell terrier","Középkorú","fehér;barna","3","3","2","1","1","3","5","5","5","5","5","1","1","3","5"
"2024/02/01 7:45:50 de. EET","Puli","Idős","fekete","2","2","4","5","4","3","5","3","5","5","5","2","4","2","4"
"2024/02/01 7:46:06 de. EET","Staffordshire bullterrier","Középkorú","fekete","2","2","1","1","3","3","4","5","4","5","2","1","1","5","4"
"2024/02/01 7:46:16 de. EET","foxterrier","Idős","fehér","1","1","2","3","3","1","4","5","3","5","1","3","1","5","1"
"2024/02/01 7:47:19 de. EET","Staffordshire bullterrier","Középkorú","barna","4","2","1","1","3","3","5","5","5","5","1","1","1","5","5"
"2024/02/01 7:47:32 de. EET","Keverék","Középkorú","fekete;fehér;barna;sárgásbarna","2","2","3","1","1","3","2","4","4","3","3","2","4","1","5"
"2024/02/01 7:47:53 de. EET","Cocker spániel","Kölyök","fekete;fehér;szürke","2","4","4","4","5","5","5","5","5","4","5","2","3","3","2"
"2024/02/01 7:47:56 de. EET","Tacskó","Középkorú","fekete;barna","1","2","1","1","3","3","3","4","4","3","3","1","3","3","5"
"2024/02/01 7:48:31 de. EET","Staffordshire bullterrier","Kölyök","fehér","1","1","1","1","1","3","5","5","5","5","1","2","2","4","3"
"2024/02/01 7:48:43 de. EET","Beagle","Középkorú","fekete;fehér;barna","4","3","2","1","1","2","4","5","4","5","5","1","3","3","1"
"2024/02/01 7:50:19 de. EET","Shiba Inu","Középkorú","fehér;sárgásbarna;krémszínű","3","3","3","1","5","5","5","5","5","3","1","2","1","5","4"
"2024/02/01 7:50:21 de. EET","Labrador retriever","Középkorú","barna;krémszínű","4","3","2","1","2","2","4","4","5","5","3","2","3","5","4"
"2024/02/01 7:51:00 de. EET","Shiba Inu","Középkorú","fehér;vörös;krémszínű","3","3","3","1","2","3","3","3","3","3","4","1","1","5","3"
"2024/02/01 7:53:04 de. EET","Keverék","Idős","barna","2","3","3","2","2","2","4","4","5","5","5","1","3","4","1"
"2024/02/01 7:53:04 de. EET","Jack Russell terrier","Középkorú","fekete;fehér;barna","2","3","3","1","2","5","5","4","3","2","1","2","5","5","1"
"2024/02/01 7:53:46 de. EET","Újfundlandi","Középkorú","fekete;fehér","5","3","4","2","4","4","4","5","4","5","5","1","2","4","2"
"2024/02/01 7:53:51 de. EET","Keverék","Középkorú","fehér;krémszínű","3","3","4","5","5","5","4","5","5","5","2","2","3","5","5"
"2024/02/01 7:53:53 de. EET","Rottweiler","Középkorú","fekete;barna","4","3","3","1","2","5","4","5","5","4","3","1","2","3","5"
"2024/02/01 7:54:47 de. EET","Ausztrál juhászkutya","Középkorú","fehér;szürke;sárgásbarna","3","3","4","2","3","4","4","5","5","3","4","2","4","3","4"
"2024/02/01 7:54:57 de. EET","Jack Russell terrier","Középkorú","fehér;barna","4","4","1","1","1","1","3","4","2","4","2","1","3","5","2"
"2024/02/01 7:55:23 de. EET","Bullmasztiff","Idős","fekete;fehér;barna","4","2","2","1","1","3","3","3","4","5","3","2","1","4","5"
"2024/02/01 7:55:25 de. EET","Vizsla","Középkorú","sárgásbarna","3","4","2","1","2","5","5","5","5","5","4","3","2","5","4"
"2024/02/01 7:55:49 de. EET","Jack Russell terrier","Középkorú","fehér;barna;sárgásbarna","2","2","3","2","2","2","5","5","5","4","4","3","2","5","5"
"2024/02/01 7:56:07 de. EET","Puli","Középkorú","fekete","3","3","5","5","4","2","5","5","5","5","3","1","5","1","3"
"2024/02/01 7:56:10 de. EET","Border collie","Idős","fehér;barna","4","3","5","4","1","5","3","1","3","5","3","1","3","5","5"
"2024/02/01 7:56:38 de. EET","Boxer","Középkorú","barna","4","3","1","1","2","2","5","5","4","5","4","2","3","3","3"
"2024/02/01 7:56:45 de. EET","Tacskó","Középkorú","barna","3","3","3","3","3","2","4","3","3","3","2","2","2","2","4"
"2024/02/01 7:57:04 de. EET","Újfundlandi","Idős","fekete;fehér","5","5","4","1","3","3","3","4","5","5","5","2","3","3","2"
"2024/02/01 7:57:12 de. EET","Bullterrier","Középkorú","fehér;barna","3","3","1","1","2","2","3","5","2","4","3","2","1","2","4"
"2024/02/01 7:57:18 de. EET","Francia bulldog","Középkorú","fekete;fehér","3","3","2","1","2","3","3","2","3","5","3","3","2","4","2"
"2024/02/01 7:57:54 de. EET","Border collie","Kölyök","fekete;fehér","3","3","3","1","2","2","5","4","5","4","1","2","3","4","4"
"2024/02/01 7:58:01 de. EET","Jack Russell terrier","Középkorú","fehér;barna","2","5","1","1","1","1","5","5","5","5","1","3","4","1","3"
"2024/02/01 7:58:04 de. EET","Shiba Inu","Középkorú","fehér;sárgásbarna;krémszínű","2","3","3","1","3","5","3","5","4","5","3","1","1","5","5"
"2024/02/01 7:58:04 de. EET","Shiba Inu","Középkorú","fekete;barna;vörös;krémszínű","3","3","3","1","1","5","3","3","5","3","1","1","1","5","3"
"2024/02/01 7:58:09 de. EET","Border collie","Középkorú","fehér;sárgásbarna","3","3","5","4","1","5","3","3","3","5","1","2","2","2","3"
"2024/02/01 7:58:57 de. EET","Tacskó","Idős","fekete;barna","4","3","1","1","3","1","3","4","4","5","2","2","4","4","4"
"2024/02/01 7:59:35 de. EET","Keverék","Középkorú","fekete;fehér","3","3","1","1","2","1","5","5","5","5","1","2","3","3","4"
"2024/02/01 7:59:39 de. EET","Basset hound","Idős","fekete;fehér;vörös","3","4","2","1","3","1","2","2","1","4","3","5","5","3","3"
"2024/02/01 7:59:42 de. EET","Border collie","Középkorú","fekete;fehér","3","4","5","4","1","5","5","5","5","5","1","1","3","2","2"
"2024/02/01 8:00:19 de. EET","Yorkshire terrier","Középkorú","szürke;krémszínű","2","4","3","1","4","1","5","5","5","5","5","4","4","1","5"
"2024/02/01 8:01:12 de. EET","Ausztrál juhászkutya","Középkorú","fekete;fehér;barna","3","3","5","3","1","5","5","5","5","5","1","1","5","3","5"
"2024/02/01 8:01:20 de. EET","Border collie","Idős","fekete;fehér","3","3","3","2","4","4","5","5","5","5","5","4","3","5","5"
"2024/02/01 8:01:23 de. EET","Bernáthegyi","Idős","fehér;barna","5","5","5","5","5","5","3","5","4","5","5","3","3","1","3"
"2024/02/01 8:01:25 de. EET","Labrador retriever","Kölyök","fekete","4","3","1","1","1","3","5","5","5","5","3","1","2","3","3"
"2024/02/01 8:01:42 de. EET","Csivava","Középkorú","vörös","1","5","1","1","1","2","2","3","4","5","5","2","2","4","3"
"2024/02/01 8:02:10 de. EET","Jack Russell terrier","Idős","fekete;fehér;barna","3","3","3","1","2","4","4","3","4","3","3","2","2","1","3"
"2024/02/01 8:02:30 de. EET","Border collie","Középkorú","fekete;fehér","2","2","3","2","3","2","5","5","2","5","3","1","3","5","2"
"2024/02/01 8:02:58 de. EET","Jack Russell terrier","Középkorú","fehér;sárgásbarna","1","2","3","3","3","1","5","5","5","3","4","4","3","1","4"
"2024/02/01 8:03:26 de. EET","Keverék","Középkorú","fehér;vörös","2","2","2","2","1","2","3","4","1","1","3","2","2","1","1"
"2024/02/01 8:03:31 de. EET","Német juhászkutya","Középkorú","fekete;barna","5","4","5","1","3","3","5","5","4","4","4","1","1","4","5"
"2024/02/01 8:03:55 de. EET","Francia bulldog","Középkorú","fekete","1","5","1","1","4","4","4","5","4","5","5","3","1","4","4"
"2024/02/01 8:04:20 de. EET","Jack Russell terrier","Középkorú","fehér;barna","2","3","1","1","1","5","5","5","5","5","1","2","4","3","2"
"2024/02/01 8:04:33 de. EET","Tacskó","Középkorú","fekete;barna","2","3","1","1","1","2","5","5","3","1","1","4","5","3","4"
"2024/02/01 8:04:40 de. EET","Shiba Inu","Kölyök","fehér;sárgásbarna;vörös","2","3","1","1","1","5","3","3","2","4","3","5","1","4","1"
"2024/02/01 8:04:48 de. EET","Német juhászkutya","Kölyök","fekete;vörös","4","4","5","1","2","4","5","5","5","3","1","4","4","3","4"
"2024/02/01 8:04:53 de. EET","Malinois","Középkorú","sárgásbarna","5","4","2","1","2","2","5","5","5","3","2","2","3","5","5"
"2024/02/01 8:05:30 de. EET","Shar pei","Középkorú","fekete","2","4","2","1","1","4","4","5","3","4","1","1","2","3","3"
"2024/02/01 8:05:31 de. EET","Bichon","Idős","fehér","1","1","5","2","5","2","1","3","3","4","4","4","1","5","1"
"2024/02/01 8:06:06 de. EET","Puli","Középkorú","fekete","3","3","4","3","5","1","5","3","5","3","1","1","3","5","5"
"2024/02/01 8:06:12 de. EET","Jack Russell terrier","Középkorú","fekete;fehér;barna","2","4","1","1","2","4","3","2","5","4","1","2","5","4","2"
"2024/02/01 8:06:49 de. EET","Jack Russell terrier","Középkorú","fehér;barna","3","3","1","1","1","1","5","5","5","5","4","2","2","2","2"
"2024/02/01 8:06:52 de. EET","Rottweiler","Középkorú","fekete;barna","5","4","2","1","2","5","3","3","4","3","1","2","2","4","5"
"2024/02/01 8:07:45 de. EET","Shiba Inu","Kölyök","fehér;sárgásbarna;krémszínű","3","3","3","1","2","2","4","5","5","4","5","2","2","4","3"
"2024/02/01 8:08:15 de. EET","Staffordshire bullterrier","Középkorú","fehér;szürke","2","3","1","1","2","1","3","5","5","5","5","1","1","5","1"
"2024/02/01 8:08:20 de. EET","Staffordshire bullterrier","Idős","fekete;fehér;vörös","3","4","2","1","1","2","4","5","5","5","5","3","3","3","3"
"2024/02/01 8:08:35 de. EET","Golden retriever","Középkorú","fehér","5","5","5","4","5","5","5","4","5","5","4","4","1","4","4"
"2024/02/01 8:08:35 de. EET","Staffordshire bullterrier","Kölyök","fekete;fehér","3","3","1","1","1","1","5","5","3","3","1","2","2","3","5"
"2024/02/01 8:08:44 de. EET","Bullterrier","Idős","fehér","3","3","1","1","2","2","5","5","3","5","3","4","1","2","1"
"2024/02/01 8:08:46 de. EET","Bullterrier","Kölyök","fekete;fehér","4","5","2","1","2","1","3","5","3","5","4","2","1","2","2"
"2024/02/01 8:09:26 de. EET","Shiba Inu","Kölyök","fehér;vörös","3","3","3","1","2","4","4","4","4","2","4","1","3","4","1"
"2024/02/01 8:09:27 de. EET","Shar pei","Középkorú","krémszínű","3","2","2","1","1","4","3","3","3","4","2","5","1","4","3"
"2024/02/01 8:09:51 de. EET","Német juhászkutya","Idős","fekete;barna","4","4","3","1","1","2","3","3","5","4","4","3","4","4","5"
"2024/02/01 8:10:32 de. EET","Bernáthegyi","Középkorú","fehér;vörös","5","4","2","1","1","4","3","5","5","5","5","1","2","4","4"
